pair,n_values,mean,sd,median,min,max,pct_positive,pct_negative,t_stat,p_value
F4-F3,1638,0.027313674615469286,0.4093978223211749,0.009376490198642173,-4.247781408415136,2.7634557752975404,60.98901098901099,39.010989010989015,2.699348406921672,0.00701902561431798
F8-F7,1638,-0.0025240185012579863,0.1459537120694064,0.011284608447219568,-1.5485415405821215,1.0310783244260442,56.53235653235653,43.46764346764347,-0.6996836551163691,0.48422429709139214
