Subject,Task,Trial,Valence,Arousal
sub-04,genMusic02,6,-3.152312275786008e-12,0.15825269516471013
sub-04,genMusic02,7,2.7647220866669237e-13,0.12262135558727306
sub-04,genMusic02,8,2.840836433416402e-13,0.12261834987231227
sub-04,genMusic02,9,2.0533334401297596e-11,0.3836262389123288
sub-04,genMusic02,10,2.0520892343360212e-11,0.3838325688176586
sub-04,genMusic02,11,-1.243143013733845e-12,0.061561494717865206
sub-04,genMusic02,12,-1.243143013733845e-12,0.061561494717865206
sub-04,genMusic02,13,-5.020708928454594e-12,4.82834282028465
sub-04,genMusic02,14,-5.0408560358609e-12,4.826678345750858
sub-04,genMusic02,15,-6.110648410273474e-12,1.3287519342089398
sub-04,genMusic02,16,-6.108712786735026e-12,1.3254194612580665
sub-04,genMusic02,17,-5.0429030882711985e-12,4.937123429847631
sub-04,genMusic02,18,-5.059555022861384e-12,4.93083499303761
sub-04,genMusic02,19,-2.01453252864343e-12,0.14241447753200226
sub-04,genMusic02,20,-2.007450235345961e-12,0.1423112548129406
sub-04,genMusic02,21,-3.452640709064015e-12,0.1842403518078288
sub-04,genMusic02,22,-3.4700098971874563e-12,0.18409433799923328
sub-04,genMusic02,23,-7.299838960464558e-12,0.3787382157343915
sub-04,genMusic02,24,-7.299838960464558e-12,0.3787382157343915
sub-04,genMusic03,1,-8.141261034390323e-12,1.439236050347592
sub-04,genMusic03,2,-8.140573478780745e-12,1.4381534096209612
sub-04,genMusic03,3,5.655549084295203e-14,0.20914442668791233
sub-04,genMusic03,4,5.863397727098882e-14,0.20912814704115934
sub-04,genMusic03,5,-6.178246821633383e-12,6.32468399264901
sub-04,genMusic03,6,-6.178246821633383e-12,6.32468399264901
sub-04,genMusic03,7,-7.068194370871713e-12,1.5180352055325892
sub-04,genMusic03,8,-7.0636857574788745e-12,1.5202205394467734
sub-04,genMusic03,9,-2.0133242886308954e-12,0.11727082964239499
sub-04,genMusic03,10,-2.0299066001913625e-12,0.11724902390692113
sub-04,genMusic03,11,1.787981170493489e-13,0.07715307003826061
sub-04,genMusic03,12,1.8219529856666673e-13,0.0771801007654151
sub-04,genMusic03,13,1.3824555207567113e-12,0.06020361704593667
sub-04,genMusic03,14,1.390729894579634e-12,0.06023379801057699
sub-04,genMusic03,15,2.0266448901926796e-12,0.14594363486584938
sub-04,genMusic03,16,2.0219825456522794e-12,0.14579418248684703
sub-04,genMusic03,17,1.9773815511157357e-13,0.10143836968790863
sub-04,genMusic03,18,1.9773815511157357e-13,0.10143836968790863
sub-04,genMusic03,19,9.525751407093941e-13,0.17399483216083778
sub-04,genMusic03,20,9.500517931456391e-13,0.1739502710790634
sub-04,genMusic03,21,2.0700780002182154e-12,0.1778020074739925
sub-04,genMusic03,22,2.057877852427747e-12,0.1783795605883585
sub-04,genMusic03,23,6.449487044505272e-12,0.5715461447731037
sub-04,genMusic03,24,6.449571429711316e-12,0.5706931096114015
sub-05,classicalMusic,1,-9.783438808456388e-13,1.5144151549133391
sub-05,classicalMusic,2,-1.999940204230859e-12,0.9260732011194552
sub-05,classicalMusic,3,-1.5034400286974472e-12,0.7067714778919244
sub-05,classicalMusic,4,-1.3094997244095775e-12,0.7798765265056008
sub-05,classicalMusic,5,-1.2408888712246541e-12,0.4842570541439749
sub-05,classicalMusic,6,-6.093613827324477e-14,0.3769002140498302
sub-05,classicalMusic,7,-7.268203337709883e-13,0.22131263861298806
sub-05,classicalMusic,8,-3.672104343693535e-13,0.3007754268583624
sub-05,classicalMusic,9,-4.4067067003966804e-13,0.40079200805287374
sub-05,classicalMusic,10,-2.0109442440875856e-12,0.49456479823747374
sub-05,classicalMusic,11,-1.7339951856083128e-12,0.8719173713321394
sub-05,classicalMusic,12,-1.6258180981289511e-12,1.1320079495914563
sub-05,genMusic01,1,-1.6338008411348502e-12,0.33791654328393433
sub-05,genMusic01,2,-1.6363517796381639e-12,0.3376338273604058
sub-05,genMusic01,3,-7.645978204748253e-12,0.13035286693390372
sub-05,genMusic01,4,-7.642950238363765e-12,0.130391475399387
sub-05,genMusic01,5,-1.5301413867454111e-12,0.18074020600481375
sub-05,genMusic01,6,-1.5324654505406102e-12,0.180676411689619
sub-05,genMusic01,7,-1.0495009695780525e-12,0.26023363213897355
sub-05,genMusic01,8,-1.0505614079211542e-12,0.2599454052251396
sub-05,genMusic01,9,-8.092123810921902e-13,0.21090686674284148
sub-05,genMusic01,10,-8.11052758625876e-13,0.21082113091163793
sub-05,genMusic01,11,-1.6562827733721504e-12,0.1859565180111452
sub-05,genMusic01,12,-1.6568615115092444e-12,0.1862293704220635
sub-05,genMusic01,13,-7.9037591751111e-13,0.23826740730294138
sub-05,genMusic01,14,-7.9037591751111e-13,0.23826740730294138
sub-05,genMusic01,15,-7.845385063602577e-13,0.25177861232515514
sub-05,genMusic01,16,-7.875561719073314e-13,0.25157695930533236
sub-05,genMusic01,17,-1.534475525482548e-12,0.200060634414221
sub-05,genMusic01,18,-1.535468801230462e-12,0.20037818614545735
sub-05,genMusic01,19,-1.8015269053308734e-12,0.19277542425862598
sub-05,genMusic01,20,-1.8047199275400996e-12,0.19270485186364814
sub-05,genMusic01,21,-8.373798639642714e-13,0.2785643614209985
sub-05,genMusic01,22,-8.414205971182861e-13,0.27875988739164326
sub-05,genMusic01,23,-3.693794308653752e-13,0.2619443732166468
sub-05,genMusic01,24,-3.6497070336212064e-13,0.2621622290136086
sub-05,genMusic02,1,-9.291896265129794e-13,0.44225246411610364
sub-05,genMusic02,2,-9.229531915020553e-13,0.442620486207807
sub-05,genMusic02,3,-2.48637185114542e-13,0.484948761656033
sub-05,genMusic02,4,-2.5216926018657465e-13,0.4852363377347203
sub-05,genMusic02,5,-5.670199131724341e-13,0.36230184965843776
sub-05,genMusic02,6,-5.657478069820846e-13,0.36246305002696305
sub-05,genMusic02,7,-4.207502715032058e-13,0.30750717528960003
sub-05,genMusic02,8,-4.108074782292785e-13,0.30738366800182276
sub-05,genMusic02,9,-4.671682911009128e-13,0.336196647184415
sub-05,genMusic02,10,-4.683854226519137e-13,0.33650683660844427
sub-05,genMusic02,11,2.961895161757373e-14,0.2928409342293514
sub-05,genMusic02,12,2.961895161757373e-14,0.2928409342293514
sub-05,genMusic02,13,-8.38508882526724e-13,0.2105569148830862
sub-05,genMusic02,14,-8.353922080106309e-13,0.21028346231558298
sub-05,genMusic02,15,-4.423997126266827e-12,0.164179515365744
sub-05,genMusic02,16,-4.395196788015876e-12,0.1648211895076819
sub-05,genMusic02,17,7.922941138925186e-14,0.3709233422680984
sub-05,genMusic02,18,7.327587907530189e-14,0.3708006425775853
sub-05,genMusic02,19,-8.793580220146855e-13,0.4024150758501798
sub-05,genMusic02,20,-8.793580220146855e-13,0.4024150758501798
sub-05,genMusic02,21,-2.0512147491455067e-13,0.4446793199636958
sub-05,genMusic02,22,-2.0512147491455067e-13,0.4446793199636958
sub-05,genMusic02,23,1.372805640909521e-12,0.3793051839897906
sub-05,genMusic02,24,1.383906281788159e-12,0.3787663474569737
sub-05,genMusic03,1,-3.783845485707931e-13,0.4517321230172339
sub-05,genMusic03,2,-3.8146860805249824e-13,0.45145143967165424
sub-05,genMusic03,3,3.6175870031263946e-13,0.3670703647328615
sub-05,genMusic03,4,3.6175870031263946e-13,0.3670703647328615
sub-05,genMusic03,5,-1.3787675690751468e-12,0.3591929585623388
sub-05,genMusic03,6,-1.3729110521646669e-12,0.35932210857315855
sub-05,genMusic03,7,-6.676044827231308e-13,0.3560134231640481
sub-05,genMusic03,8,-6.670690481727016e-13,0.3562254231337743
sub-05,genMusic03,9,-1.8784550111806877e-13,0.255788522908353
sub-05,genMusic03,10,-1.85020892693771e-13,0.2559383697147533
sub-05,genMusic03,11,-5.304504558584559e-12,0.16248346809276454
sub-05,genMusic03,12,-5.304504558584559e-12,0.16248346809276454
sub-05,genMusic03,13,-8.192281167553746e-13,0.2708159947124632
sub-05,genMusic03,14,-8.244439954410312e-13,0.2712372782357379
sub-05,genMusic03,15,-1.0357082978684445e-12,0.2647136209953258
