Subject,Task,Trial,Valence,Arousal
sub-05,genMusic03,16,-1.0433653040904214e-12,0.26483936164422234
sub-05,genMusic03,17,-1.3198688963665957e-12,0.2508854358789672
sub-05,genMusic03,18,-1.3135544170773484e-12,0.2506635577996002
sub-05,genMusic03,19,-4.699696068860173e-13,0.22515006163144283
sub-05,genMusic03,20,-4.699696068860173e-13,0.22515006163144283
sub-05,genMusic03,21,2.945608228933802e-13,0.36614199401742353
sub-05,genMusic03,22,3.030355831566101e-13,0.3663042388067625
sub-05,genMusic03,23,-1.1872779411789106e-12,0.36771742645271294
sub-05,genMusic03,24,-1.1916606772815889e-12,0.36754329412967396
sub-06,classicalMusic,1,2.857053271706484e-12,0.6755444046965486
sub-06,classicalMusic,2,1.7426871402513343e-12,0.6785484402679985
sub-06,classicalMusic,3,6.359789979626971e-13,0.42554104123573994
sub-06,classicalMusic,4,1.4531307091186645e-12,0.10769087887555376
sub-06,classicalMusic,5,1.7592887651133943e-12,0.21514317654869738
sub-06,classicalMusic,6,6.344452252997888e-14,0.21691926029787093
sub-06,classicalMusic,7,1.4877645685975356e-13,0.17516301866713263
sub-06,classicalMusic,8,6.659888552696393e-13,0.17217731523164137
sub-06,classicalMusic,9,8.981641685653986e-13,0.25336585500934544
sub-06,classicalMusic,10,1.4124059445960187e-12,0.1761666843227706
sub-06,classicalMusic,11,4.8744130081480745e-12,0.12667512742218703
sub-06,classicalMusic,12,1.9165308841146404e-12,0.8017059369146897
sub-06,genMusic01,1,-2.5087689145118456e-13,0.46759855641238907
sub-06,genMusic01,2,-2.5462827930840426e-13,0.46719678520402147
sub-06,genMusic01,3,-4.4235567041918774e-14,0.35745938306473596
sub-06,genMusic01,4,-4.364471739948942e-14,0.3575409315974757
sub-06,genMusic01,5,1.100770707169739e-13,0.5640766979142128
sub-06,genMusic01,6,1.095714869743602e-13,0.5638070513983129
sub-06,genMusic01,7,5.031452712607458e-13,0.17542220189924038
sub-06,genMusic01,8,5.021994441532296e-13,0.1755457057358642
sub-06,genMusic01,9,2.9779346724869614e-13,0.3159290893394014
sub-06,genMusic01,10,2.9633829712217923e-13,0.3160926001441983
sub-06,genMusic01,11,3.782184786918536e-15,0.39746735566662866
sub-06,genMusic01,12,3.2915252921443505e-15,0.3965003203493787
sub-06,genMusic01,13,2.316642816973683e-13,0.3028604674173764
sub-06,genMusic01,14,2.294208278878807e-13,0.3027537569304093
sub-06,genMusic01,15,-5.545468536977581e-13,0.23583761947499782
sub-06,genMusic01,16,-5.538445833539313e-13,0.23539672250561508
sub-06,genMusic01,17,7.214184463412861e-12,0.2047127784834823
sub-06,genMusic01,18,7.355982135500065e-12,0.20437729961791934
sub-06,genMusic01,19,4.163481643494162e-13,0.2852976803261833
sub-06,genMusic01,20,4.160137472006656e-13,0.28472916228292555
sub-06,genMusic01,21,-4.4313050702905756e-13,0.15083974816204065
sub-06,genMusic01,22,-4.4306408303358524e-13,0.15063633633827792
sub-06,genMusic01,23,-1.0319792037045996e-13,0.2621944621849364
sub-06,genMusic01,24,-1.0261295280187015e-13,0.2619852758051006
sub-06,genMusic02,1,3.5499355427819323e-12,0.3296804581031762
sub-06,genMusic02,2,3.544034674885897e-12,0.32985945969548397
sub-06,genMusic02,3,-5.700262459549156e-13,0.37166536710304776
sub-06,genMusic02,4,-5.769706376091928e-13,0.3719253519775541
sub-06,genMusic02,5,2.603252863313e-12,0.1274414651299022
sub-06,genMusic02,6,2.603252863313e-12,0.1274414651299022
sub-06,genMusic02,7,6.065328208499091e-13,0.13184073535581517
sub-06,genMusic02,8,5.956241031804341e-13,0.13189303132705596
sub-06,genMusic02,9,1.9003700134190186e-12,0.08030372920627933
sub-06,genMusic02,10,1.916742239927263e-12,0.08007409211280346
sub-06,genMusic02,11,2.503691878584014e-12,0.07867218602770389
sub-06,genMusic02,12,2.499083881028836e-12,0.0786804979680159
sub-06,genMusic02,13,1.3934036161760974e-12,0.1410170170975146
sub-06,genMusic02,14,1.3909064785092182e-12,0.1410521448098395
sub-06,genMusic02,15,-1.5203664325356694e-13,0.07940142278251751
sub-06,genMusic02,16,-1.6628387775370505e-13,0.07932514732497772
sub-06,genMusic02,17,-4.1224694252902895e-13,0.1357880138369549
sub-06,genMusic02,18,-4.4796825970093104e-13,0.13610777774381877
sub-06,genMusic02,19,2.4825686903130026e-12,0.09845360199527972
sub-06,genMusic02,20,2.4932759886161297e-12,0.09856368815114898
sub-06,genMusic02,21,1.3112132520843634e-12,0.1616915985844175
sub-06,genMusic02,22,1.328125699612944e-12,0.16158159456104892
sub-06,genMusic02,23,9.38999384409652e-13,0.11827221810415785
sub-06,genMusic02,24,9.376998465960567e-13,0.11826202351563071
sub-06,genMusic03,1,1.7424284000123853e-12,0.24049764928672865
sub-06,genMusic03,2,1.7406565001198507e-12,0.24040747077161687
sub-06,genMusic03,3,-2.9908613208238046e-12,0.06391730998825763
sub-06,genMusic03,4,-3.0163666510832133e-12,0.06375692648855444
sub-06,genMusic03,5,-9.862057831279761e-13,0.2045655604366944
sub-06,genMusic03,6,-9.881839424866165e-13,0.20427761216106788
sub-06,genMusic03,7,1.2552162232262075e-12,0.17943174340026133
sub-06,genMusic03,8,1.249119903884284e-12,0.1795316742024254
sub-06,genMusic03,9,8.073026669657639e-14,0.3161284101339864
sub-06,genMusic03,10,7.532064350802775e-14,0.31580427125035604
sub-06,genMusic03,11,9.887390003156933e-13,0.08693096344617816
sub-06,genMusic03,12,9.821177550504003e-13,0.0868273270841303
sub-06,genMusic03,13,1.786429197141244e-12,0.1344644888658014
sub-06,genMusic03,14,1.79225127896149e-12,0.13452373385740185
sub-06,genMusic03,15,4.046507022332881e-12,0.07693791499566918
sub-06,genMusic03,16,4.006978537836799e-12,0.07722592394967716
sub-06,genMusic03,17,3.1266094225350856e-12,0.10689034339315316
sub-06,genMusic03,18,3.198993891008634e-12,0.10650002283600325
sub-06,genMusic03,19,5.88616498644982e-13,0.08234274289576904
sub-06,genMusic03,20,5.800022972471503e-13,0.08237219034174173
sub-06,genMusic03,21,1.6077800614892494e-12,0.19325072343985109
sub-06,genMusic03,22,1.6099328548888868e-12,0.1932120456039286
sub-06,genMusic03,23,1.6837841259956987e-12,0.16822981617707858
sub-06,genMusic03,24,1.6861602574166725e-12,0.16825304679929792
sub-07,classicalMusic,1,-3.017515625156607e-12,0.9954112851882246
sub-07,classicalMusic,2,-4.052901882831931e-12,1.2276722942619178
sub-07,classicalMusic,3,-5.369969539105677e-12,1.5524124817001563
sub-07,classicalMusic,4,-6.191257922381993e-11,0.26261212971130665
sub-07,classicalMusic,5,-2.078810518454944e-11,0.9756324663187982
sub-07,classicalMusic,6,-4.853619211584689e-12,15.557535119342981
sub-07,classicalMusic,7,-4.91186063048289e-12,12.096763453691791
sub-07,classicalMusic,8,-7.805364701772506e-12,15.728863763448015
sub-07,classicalMusic,9,-1.2534348892077911e-11,25.861345417747653
sub-07,classicalMusic,10,-6.764448504266637e-12,43.657185567317654
sub-07,classicalMusic,11,-4.761299409245091e-12,40.88659353374115
sub-07,classicalMusic,12,-7.788766663495895e-12,28.30898019803197
sub-07,genMusic01,1,-1.7437227919176067e-12,0.38860098151939637
sub-07,genMusic01,2,-1.7418071192873546e-12,0.38882135599188716
sub-07,genMusic01,3,-4.1404166107666534e-12,0.17475506737636343
sub-07,genMusic01,4,-4.1404166107666534e-12,0.17475506737636343
sub-07,genMusic01,5,-2.006728615780601e-12,0.2677777364814276
sub-07,genMusic01,6,-2.014401057090353e-12,0.2674524580870709
sub-07,genMusic01,7,-1.2931663734319571e-12,0.22518192211512214
sub-07,genMusic01,8,-1.2990430624985456e-12,0.22536418491835924
sub-07,genMusic01,9,-2.4226935077826367e-12,1.0979128993155407
sub-07,genMusic01,10,-2.4217297131105428e-12,1.0965900535989421
sub-07,genMusic01,11,-1.750601480767254e-12,0.3787487443930483
sub-07,genMusic01,12,-1.7435613096288741e-12,0.37888511806257663
sub-07,genMusic01,13,-2.613250641854815e-12,0.3394927146477125
sub-07,genMusic01,14,-2.613250641854815e-12,0.3394927146477125
sub-07,genMusic01,15,-8.006786329544006e-13,0.2018757912515698
sub-07,genMusic01,16,-7.929677497566448e-13,0.20183615038436362
sub-07,genMusic01,17,-1.537255354929039e-12,0.23467157374188716
sub-07,genMusic01,18,-1.5407766458495352e-12,0.2346298273513703
sub-07,genMusic01,19,-1.217800282985521e-12,2.310846247538067
sub-07,genMusic01,20,-1.2095439487385265e-12,2.3164344152961154
sub-07,genMusic01,21,-1.5143057570342017e-11,0.0742916553257749
sub-07,genMusic01,22,-1.4877069516792732e-11,0.07579392247931388
sub-07,genMusic01,23,-2.4022025396157687e-12,0.428059972727612
sub-07,genMusic01,24,-2.4016379845764056e-12,0.428332022377875
sub-07,genMusic02,1,-7.988003531230977e-12,0.3411283598955375
sub-07,genMusic02,2,-7.979885671758327e-12,0.34205242866870855
sub-07,genMusic02,3,-2.6151501136858937e-12,0.3167945850802855
sub-07,genMusic02,4,-2.612511417297984e-12,0.318055043209214
sub-07,genMusic02,5,-1.4808208374149024e-11,0.24584048614029588
sub-07,genMusic02,6,-1.4723543952831052e-11,0.2468582200867409
sub-07,genMusic02,7,-3.5155340333258943e-12,0.1968711331644812
sub-07,genMusic02,8,-3.506748032970892e-12,0.19733053759751878
sub-07,genMusic02,9,-3.3302447711956086e-11,0.04503596024947473
sub-07,genMusic02,10,-3.3302447711956086e-11,0.04503596024947473
sub-07,genMusic02,11,-8.971660187351447e-12,0.14432986850924623
sub-07,genMusic02,12,-8.97084009350934e-12,0.14432773670568066
sub-07,genMusic02,13,-3.768393120829732e-12,0.1540865455321769
sub-07,genMusic02,14,-3.764084463997727e-12,0.1543310537367748
sub-07,genMusic02,15,-1.219985897534176e-11,0.0465491074979417
sub-07,genMusic02,16,-1.2191405449835413e-11,0.046563933695107224
sub-07,genMusic02,17,-3.669049508114836e-12,0.17477516103165844
sub-07,genMusic02,18,-3.662658824497108e-12,0.17513625701273952
sub-07,genMusic02,19,-2.878114915979519e-12,0.19780425218317577
sub-07,genMusic02,20,-2.8867471374446374e-12,0.1971110815108784
sub-07,genMusic02,21,-3.497789429789259e-12,0.2829254004971879
sub-07,genMusic02,22,-3.5033357242445626e-12,0.2824260761012308
sub-07,genMusic02,23,-4.78006286330534e-12,0.30385538308499127
sub-07,genMusic02,24,-4.78006286330534e-12,0.30385538308499127
sub-07,genMusic03,1,-1.3556349641437764e-11,0.21931376218114715
sub-07,genMusic03,2,-1.3586969650561889e-11,0.2188475476745657
sub-07,genMusic03,3,-4.845842738617102e-12,0.27520937621026365
sub-07,genMusic03,4,-4.830327752080899e-12,0.275646491041295
sub-07,genMusic03,5,-4.373737454479828e-12,0.2884805764570046
sub-07,genMusic03,6,-4.366170504472111e-12,0.28925534313667844
sub-07,genMusic03,7,-1.8415051139062686e-11,0.09823021407691394
sub-07,genMusic03,8,-1.8454187456922513e-11,0.09803616451469982
sub-07,genMusic03,9,-1.761805144510011e-11,0.05118612286278219
sub-07,genMusic03,10,-1.7690818340210293e-11,0.05111074512400076
sub-07,genMusic03,11,-1.4211871447323898e-11,0.05571118067298949
sub-07,genMusic03,12,-1.4213656235112554e-11,0.055707353322752944
sub-07,genMusic03,13,-3.175526443716643e-11,0.04558617280067453
sub-07,genMusic03,14,-3.2000276986144684e-11,0.045408779321565756
sub-07,genMusic03,15,-2.5913675257841838e-11,0.02909480420419213
sub-07,genMusic03,16,-2.589781445669529e-11,0.029082348327176228
sub-07,genMusic03,17,-1.395151780583464e-11,2.0455861104366257
sub-07,genMusic03,18,-1.3945627137089971e-11,2.0455945851955293
sub-07,genMusic03,19,-1.0299767521070511e-11,0.07193480260287932
sub-07,genMusic03,20,-1.0299767521070511e-11,0.07193480260287932
sub-07,genMusic03,21,-3.257692854956247e-11,0.03798985108574271
sub-07,genMusic03,22,-3.247930523301677e-11,0.03820026306373427
sub-07,genMusic03,23,-3.846624911899405e-11,0.042719778712958054
sub-07,genMusic03,24,-3.816007963344433e-11,0.042644894307092084
sub-08,classicalMusic,1,1.022547494239061e-11,339.2944611918791
sub-08,classicalMusic,2,2.8278705917023003e-11,145.01382706237902
sub-08,classicalMusic,3,3.443113118057006e-11,47.56331226327108
sub-08,classicalMusic,4,6.008307548317183e-12,98.72004105698831
sub-08,classicalMusic,5,9.800327158170534e-12,48.649973264574484
sub-08,classicalMusic,6,3.4906512923131505e-12,8.36108510022632
sub-08,classicalMusic,7,7.268550492243845e-12,2.2735587383781697
sub-08,classicalMusic,8,5.420735688578323e-12,2.545033127348942
sub-08,classicalMusic,9,1.2377061841847258e-11,11.541554329967425
sub-08,classicalMusic,10,4.751127525197327e-11,11.229273713995854
sub-08,classicalMusic,11,1.508126472746385e-11,45.660516706164515
sub-08,classicalMusic,12,1.9681974235630798e-11,95.89302423963979
sub-08,genMusic01,1,-7.917460047178855e-13,0.42878379557407953
sub-08,genMusic01,2,-7.847429520651766e-13,0.42811960806429034
sub-08,genMusic01,3,2.802263639125035e-11,2.8707775520850194
sub-08,genMusic01,4,2.7887203340026845e-11,2.8788754439064475
sub-08,genMusic01,5,7.396610519163873e-12,0.19830540350308365
sub-08,genMusic01,6,7.382549626546823e-12,0.1991367214951824
sub-08,genMusic01,7,3.4217690713498238e-12,0.36356837023743843
sub-08,genMusic01,8,3.4217690713498238e-12,0.36356837023743843
sub-08,genMusic01,9,5.654568826223241e-12,0.2455265891005373
sub-08,genMusic01,10,5.639078068725376e-12,0.24587056576827493
sub-08,genMusic01,11,4.7467925299915645e-12,0.66877374309947
sub-08,genMusic01,12,4.740639739460502e-12,0.669673651323785
sub-08,genMusic01,13,4.447251466761783e-12,1.5427948305566268
sub-08,genMusic01,14,4.425501639299899e-12,1.5417851073852007
sub-08,genMusic01,15,2.2244978057316492e-11,1.2956572381240379
sub-08,genMusic01,16,2.230290126788614e-11,1.2938209963211853
sub-08,genMusic01,17,4.8942338094451295e-12,0.9356683754126459
sub-08,genMusic01,18,4.881469411414055e-12,0.9361350550012596
sub-08,genMusic01,19,3.680220558202463e-12,1.2428717301794983
sub-08,genMusic01,20,3.6796975047716426e-12,1.2435959117607736
sub-08,genMusic01,21,1.0395817897026415e-12,0.2771718394789147
sub-08,genMusic01,22,1.0351562858045218e-12,0.27758966510296895
sub-08,genMusic01,23,2.0976854090805146e-11,4.200308186363423
sub-08,genMusic01,24,2.0916954856969293e-11,4.199881510794302
sub-08,genMusic02,1,3.200160283140915e-12,7.3267268013400875
sub-08,genMusic02,2,3.190868623374879e-12,7.318311768417063
sub-08,genMusic02,3,5.3933186244962034e-11,17.358572377540447
sub-08,genMusic02,4,5.3723726636852605e-11,17.384798940135486
sub-08,genMusic02,5,3.2035117552835384e-12,3.4645125901109552
sub-08,genMusic02,6,3.2035117552835384e-12,3.4645125901109552
sub-08,genMusic02,7,3.266835237398555e-11,4.759685479991227
sub-08,genMusic02,8,3.249756685907421e-11,4.772558382335807
sub-08,genMusic02,9,1.2746627563758824e-12,0.7294500640724058
sub-08,genMusic02,10,1.283156651202446e-12,0.7305103014023762
sub-08,genMusic02,11,3.643367294597173e-12,0.3246660505241118
sub-08,genMusic02,12,3.643367294597173e-12,0.3246660505241118
sub-08,genMusic02,13,3.746797872866379e-11,23.154143942659488
sub-08,genMusic02,14,3.756074866254268e-11,23.127537981280174
sub-08,genMusic02,15,2.2889868954335e-12,0.5860041856170822
sub-08,genMusic02,16,2.2968094826560266e-12,0.5866227566741878
sub-08,genMusic02,17,-9.612814942825702e-13,0.2523739489416179
sub-08,genMusic02,18,-9.519394940383944e-13,0.25246349481014685
sub-08,genMusic02,19,5.3661864904763655e-11,1.1952143386054963
sub-08,genMusic02,20,5.3790282427280065e-11,1.1920226393815905
sub-08,genMusic02,21,1.5586904481354549e-12,0.7182489707012015
sub-08,genMusic02,22,1.5643841363260088e-12,0.7195543848237718
sub-08,genMusic02,23,3.977313961841042e-12,1.4019923700291108
sub-08,genMusic02,24,3.977313961841042e-12,1.4019923700291108
sub-08,genMusic03,1,5.757565253529702e-12,4.153521378275137
sub-08,genMusic03,2,5.759510842134354e-12,4.147236431135076
sub-08,genMusic03,3,4.560948036192831e-12,15.25445112782666
sub-08,genMusic03,4,4.548243447033682e-12,15.243986724430355
sub-08,genMusic03,5,2.482087916128685e-12,4.7705593675783895
sub-08,genMusic03,6,2.4965821606375587e-12,4.767750114801994
sub-08,genMusic03,7,9.133794208390713e-11,25.41353320402762
sub-08,genMusic03,8,9.133794208390713e-11,25.41353320402762
sub-08,genMusic03,9,9.672365406670757e-12,2.038881053355141
sub-08,genMusic03,10,9.672365406670757e-12,2.038881053355141
sub-08,genMusic03,11,7.504415364330066e-11,7.215123214565386
sub-08,genMusic03,12,7.504415364330066e-11,7.215123214565386
sub-08,genMusic03,13,6.44700206905102e-12,3.9473636339709914
sub-08,genMusic03,14,6.4454962525457136e-12,3.93841611496161
sub-08,genMusic03,15,5.132607548869648e-12,0.17496727422935712
sub-08,genMusic03,16,5.147862952242752e-12,0.17499390700869652
sub-08,genMusic03,17,9.257048191822436e-11,5.969806239031626
sub-08,genMusic03,18,9.262635743240165e-11,5.968026997006469
sub-08,genMusic03,19,2.581537506239718e-12,5.359521571236498
sub-08,genMusic03,20,2.5808593048716834e-12,5.362531963542388
sub-08,genMusic03,21,3.206967790044001e-12,4.788625906137656
sub-08,genMusic03,22,3.2116006467753876e-12,4.790328599033415
sub-08,genMusic03,23,4.548668471752165e-12,7.688933364261009
sub-08,genMusic03,24,4.548668471752165e-12,7.688933364261009
sub-09,classicalMusic,1,-2.816485299940249e-12,4.806256143845001
sub-09,classicalMusic,2,-1.9568419364868523e-12,0.15898684180221284
sub-09,classicalMusic,3,-1.675078636656333e-12,0.21881477952802608
sub-09,classicalMusic,4,-4.580429233382987e-12,15.289174501676953
sub-09,classicalMusic,5,-2.89183449100494e-12,12.120403417214156
sub-09,classicalMusic,6,-1.4277154148530516e-12,7.091037406016118
sub-09,classicalMusic,7,-2.1612288915821705e-12,1.446128139419979
sub-09,classicalMusic,8,-4.129368090180702e-12,0.20058815136605598
sub-09,classicalMusic,9,-2.1111636290548597e-12,0.8771232378772003
sub-09,classicalMusic,10,-4.384766788890976e-12,0.9589192545868143
sub-09,classicalMusic,11,-1.1710732274361227e-12,0.12909520219738158
sub-09,classicalMusic,12,-2.1006464743181482e-12,0.19275309877192942
sub-09,genMusic01,1,-1.6331016902750911e-12,1.2785199669357359
sub-09,genMusic01,2,-1.635180439656118e-12,1.275734713454881
sub-09,genMusic01,3,-1.7950303419880523e-12,1.3545726234718702
sub-09,genMusic01,4,-1.7979918775492824e-12,1.3533922660172024
sub-09,genMusic01,5,-1.4695692801956944e-12,1.0969223264723933
sub-09,genMusic01,6,-1.4712600352115446e-12,1.0942195783304804
sub-09,genMusic01,7,-1.0896466426061516e-12,1.66381647851017
sub-09,genMusic01,8,-1.0850689773634906e-12,1.668422106845219
sub-09,genMusic01,9,-9.454060658607894e-13,2.6506632217624144
sub-09,genMusic01,10,-9.471805981323174e-13,2.6512376157191713
sub-09,genMusic01,11,-1.0197887738709186e-12,2.155096977782092
sub-09,genMusic01,12,-1.0161273164186333e-12,2.15769489069371
sub-09,genMusic01,13,-1.0242563411228768e-12,4.3464937408448785
sub-09,genMusic01,14,-1.0266847227873677e-12,4.342404806203152
sub-09,genMusic01,15,-2.8131270269793572e-12,2.4745967706026475
sub-09,genMusic01,16,-2.817580311104762e-12,2.465598676043179
sub-09,genMusic01,17,-3.0042752406590454e-12,24.226254563946494
sub-09,genMusic01,18,-3.008409145435608e-12,24.19397177178454
sub-09,genMusic01,19,-9.329782137919104e-13,5.581941407467423
sub-09,genMusic01,20,-9.329782137919104e-13,5.581941407467423
sub-09,genMusic01,21,-1.7596586710312793e-12,4.11626090099304
sub-09,genMusic01,22,-1.7602704470331794e-12,4.114322420255074
sub-09,genMusic01,23,-3.3747112163883884e-12,11.94648048637735
sub-09,genMusic01,24,-3.3798231010381902e-12,11.933966191247281
sub-09,genMusic02,1,-4.638916629343984e-13,1.5466134989487221
sub-09,genMusic02,2,-4.662707092774503e-13,1.5413780591142865
sub-09,genMusic02,3,-6.872265878981171e-13,1.0014417399074782
sub-09,genMusic02,4,-6.853905594547092e-13,1.0012883374939259
sub-09,genMusic02,5,-3.70301050441555e-13,1.0460388303439285
sub-09,genMusic02,6,-3.70301050441555e-13,1.0460388303439285
sub-09,genMusic02,7,2.2993886325688355e-12,0.35688778745824634
sub-09,genMusic02,8,2.3068135167684312e-12,0.3568047257142109
sub-09,genMusic02,9,-7.630467233956178e-13,0.44251356118401797
sub-09,genMusic02,10,-7.675390800338069e-13,0.4418233908703157
sub-09,genMusic02,11,-7.834702803795594e-13,0.9755480087836955
sub-09,genMusic02,12,-7.828866371477996e-13,0.9765242710728652
sub-09,genMusic02,13,-2.711960420026144e-13,0.5124776078263398
sub-09,genMusic02,14,-2.6984955746103013e-13,0.5123379513611716
sub-09,genMusic02,15,-2.3509945821041753e-12,7.0598463258519315
sub-09,genMusic02,16,-2.3484863932535345e-12,7.0658608034351635
sub-09,genMusic02,17,1.6996484405289672e-13,0.17709050291669487
sub-09,genMusic02,18,1.4883676600059861e-13,0.17692977974837182
sub-09,genMusic02,19,-5.578487602581201e-13,1.1643527629192039
sub-09,genMusic02,20,-5.578487602581201e-13,1.1643527629192039
sub-09,genMusic02,21,-2.7286221095408564e-13,1.3851023741973683
sub-09,genMusic02,22,-2.722122009865589e-13,1.3843969275357693
sub-09,genMusic02,23,-8.559932085227291e-13,0.600626353252539
sub-09,genMusic02,24,-8.561628658752205e-13,0.6002031656867686
sub-09,genMusic03,1,-8.087679223783116e-13,0.5467770200021744
sub-09,genMusic03,2,-8.063285987349362e-13,0.5464199038105126
sub-09,genMusic03,3,-1.3325801591171373e-12,0.3011935680263877
sub-09,genMusic03,4,-1.3307623580118485e-12,0.3018437206317249
sub-09,genMusic03,5,-6.506814404961581e-13,0.4476604969039595
sub-09,genMusic03,6,-6.506814404961581e-13,0.4476604969039595
sub-09,genMusic03,7,-3.1954135900011434e-12,1.5327805521006574
sub-09,genMusic03,8,-3.188146666729575e-12,1.530777807489766
sub-09,genMusic03,9,-9.580567845500143e-13,0.6474021972145302
sub-09,genMusic03,10,-9.557400535071405e-13,0.6480414080888489
sub-09,genMusic03,11,-5.148466093615912e-13,0.5163155300189852
sub-09,genMusic03,12,-5.170832794940805e-13,0.5157792191005116
sub-09,genMusic03,13,-1.1534907116873388e-12,0.2813313555679339
sub-09,genMusic03,14,-1.1549240939313208e-12,0.2808704505865671
sub-09,genMusic03,15,-6.499273444322952e-13,0.3749905215728223
sub-09,genMusic03,16,-6.528250845923571e-13,0.37464308796147006
sub-09,genMusic03,17,-5.084473306805744e-13,0.2532134263563902
sub-09,genMusic03,18,-5.070521293162759e-13,0.2533817331397448
sub-09,genMusic03,19,-1.1595501942237331e-12,0.3640686011492751
sub-09,genMusic03,20,-1.161543985804194e-12,0.3642844589551421
sub-09,genMusic03,21,-5.694221828262209e-12,6.172008938523388
sub-09,genMusic03,22,-5.685784430442322e-12,6.173476654992554
sub-09,genMusic03,23,-2.3579318874966013e-12,0.21466480761712917
sub-09,genMusic03,24,-2.3686698451984397e-12,0.21397732376949768
sub-10,classicalMusic,1,9.952007468822016e-14,0.7908413864423819
sub-10,classicalMusic,2,4.435870703039298e-12,0.3434489818821545
sub-10,classicalMusic,3,-1.2645546922243106e-13,0.47248507379687
sub-10,classicalMusic,4,-2.00116465409904e-13,0.4637153326603942
sub-10,classicalMusic,5,1.1636653503159395e-14,0.1932583902117562
sub-10,classicalMusic,6,1.640030028411743e-12,0.2040749975846751
sub-10,classicalMusic,7,2.370385265667297e-13,0.12120192354712224
sub-10,classicalMusic,8,1.5016641042131724e-14,0.21998197646442078
sub-10,classicalMusic,9,-3.426682027392558e-14,0.260385588946326
sub-10,classicalMusic,10,9.791594501234358e-14,0.594201784977302
sub-10,classicalMusic,11,4.1187385280000127e-13,0.817929179552723
sub-10,classicalMusic,12,-2.6765336012627144e-13,0.6026002130982155
sub-10,genMusic01,1,1.256364840620158e-12,0.2761981567916912
sub-10,genMusic01,2,1.2605614741311482e-12,0.27623928057840746
sub-10,genMusic01,3,1.4437737412723012e-12,0.16783948022268042
sub-10,genMusic01,4,1.442928017034682e-12,0.16766169223631178
sub-10,genMusic01,5,1.7023404568491791e-12,0.11465738648295261
sub-10,genMusic01,6,1.7023404568491791e-12,0.11465738648295261
sub-10,genMusic01,7,4.44913908564703e-13,0.16936191462514227
sub-10,genMusic01,8,4.4562302318536567e-13,0.16922755805165426
sub-10,genMusic01,9,3.6413701371214513e-13,0.14483262385387516
sub-10,genMusic01,10,3.6413701371214513e-13,0.14483262385387516
sub-10,genMusic01,11,1.042472038328526e-12,0.13168762812359244
sub-10,genMusic01,12,1.0404936887189757e-12,0.13174461605231347
sub-10,genMusic01,13,5.232625896711878e-13,0.142243601595262
sub-10,genMusic01,14,5.219520191073452e-13,0.14231066362240288
sub-10,genMusic01,15,5.442621458964583e-13,0.2106242027897958
sub-10,genMusic01,16,5.483984790386741e-13,0.21017518723427556
sub-10,genMusic01,17,1.325591991120306e-12,0.11257723966549184
sub-10,genMusic01,18,1.330321663312764e-12,0.11227071275362989
sub-10,genMusic01,19,8.239773049856308e-13,0.16594495311736662
sub-10,genMusic01,20,8.237896461049445e-13,0.1660313955576152
sub-10,genMusic01,21,4.938971096406706e-13,0.14927915563830657
sub-10,genMusic01,22,4.939908833545808e-13,0.14922534540696916
sub-10,genMusic01,23,6.906591548192723e-13,0.16069509965388454
sub-10,genMusic01,24,6.904721880240581e-13,0.1608131908813138
sub-10,genMusic02,1,1.0662984849356754e-12,0.21831360535544836
sub-10,genMusic02,2,1.069814377160027e-12,0.21802829671295906
sub-10,genMusic02,3,7.643631003957812e-13,0.21696765571979568
sub-10,genMusic02,4,7.646660473449683e-13,0.21697099645708917
sub-10,genMusic02,5,8.24666783857379e-13,0.17736934041396069
sub-10,genMusic02,6,8.262917134881299e-13,0.17721197703669653
sub-10,genMusic02,7,7.249092910432633e-13,0.20608022231879067
sub-10,genMusic02,8,7.218966130508001e-13,0.2059298696939878
sub-10,genMusic02,9,1.3586349390797613e-12,0.185412100465228
sub-10,genMusic02,10,1.3586589406948357e-12,0.18529456495734203
sub-10,genMusic02,11,7.115785213536898e-13,0.18322623851009454
sub-10,genMusic02,12,7.152220607598602e-13,0.18318098157841167
sub-10,genMusic02,13,1.5963739487765298e-13,0.24908513726519316
sub-10,genMusic02,14,1.5954333806274197e-13,0.24889596438155862
sub-10,genMusic02,15,4.12841615465452e-13,0.19243963659462826
sub-10,genMusic02,16,4.12841615465452e-13,0.19243963659462826
sub-10,genMusic02,17,1.028765956761954e-12,0.2059304095039188
sub-10,genMusic02,18,1.0322879683022916e-12,0.2053511737764528
sub-10,genMusic02,19,8.698466250900024e-13,0.15695446364486912
sub-10,genMusic02,20,8.758852843331696e-13,0.1569037347061301
sub-10,genMusic02,21,7.56498681786285e-13,0.17820530411354865
sub-10,genMusic02,22,7.580044821990687e-13,0.17800952228133818
sub-10,genMusic02,23,2.8109495728703387e-13,0.14315129358648787
sub-10,genMusic02,24,2.810033376107994e-13,0.14308872433084796
sub-10,genMusic03,1,2.0628092089525105e-12,0.16934954434282665
sub-10,genMusic03,2,2.066688107629118e-12,0.16910155088493828
sub-10,genMusic03,3,5.324804863661782e-13,0.2988981428563104
sub-10,genMusic03,4,5.324804863661782e-13,0.2988981428563104
sub-10,genMusic03,5,1.855990775927416e-12,0.1436063691102448
sub-10,genMusic03,6,1.855990775927416e-12,0.1436063691102448
sub-10,genMusic03,7,8.211850646649235e-13,0.2162110883416401
sub-10,genMusic03,8,8.290963944983455e-13,0.21606751951308625
